Q,A,label
꿩불고기의 칼로리는 얼마야?,꿩불고기의 영양성분은 500g당 | 에너지(㎉) : 368 | 수분(g) : 412 | 단백질(g) : 33 | 지방(g) : 8 | 총 식이섬유(g) : 39 | 칼슘(㎎) : 9 | 철(㎍) : 105 | 칼륨(㎎) : 4 | 나트륨(㎎) : 1243,1
고구마피자크러스트의 칼로리는 얼마야?,고구마피자크러스트의 영양성분은 216g당 | 에너지(㎉) : 560 | 수분(g) : 0 | 단백질(g) : 26 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
핫치킨피자오리지널의 칼로리는 얼마야?,핫치킨피자오리지널의 영양성분은 178g당 | 에너지(㎉) : 435 | 수분(g) : 0 | 단백질(g) : 21 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
핫치킨피자크러스트의 칼로리는 얼마야?,핫치킨피자크러스트의 영양성분은 198g당 | 에너지(㎉) : 489 | 수분(g) : 0 | 단백질(g) : 24 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
나폴리피자오리지널의 칼로리는 얼마야?,나폴리피자오리지널의 영양성분은 170g당 | 에너지(㎉) : 410 | 수분(g) : 0 | 단백질(g) : 21 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
나폴리피자크러스트의 칼로리는 얼마야?,나폴리피자크러스트의 영양성분은 190g당 | 에너지(㎉) : 464 | 수분(g) : 0 | 단백질(g) : 24 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스테이크피자오리지널의 칼로리는 얼마야?,스테이크피자오리지널의 영양성분은 175g당 | 에너지(㎉) : 430 | 수분(g) : 0 | 단백질(g) : 23 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
스테이크피자크러스트의 칼로리는 얼마야?,스테이크피자크러스트의 영양성분은 195g당 | 에너지(㎉) : 484 | 수분(g) : 0 | 단백질(g) : 26 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
까르보네피자오리지널의 칼로리는 얼마야?,까르보네피자오리지널의 영양성분은 184g당 | 에너지(㎉) : 465 | 수분(g) : 0 | 단백질(g) : 25 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
까르보네피자크러스트의 칼로리는 얼마야?,까르보네피자크러스트의 영양성분은 204g당 | 에너지(㎉) : 519 | 수분(g) : 0 | 단백질(g) : 28 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이리쉬포테이토피자오리지널의 칼로리는 얼마야?,아이리쉬포테이토피자오리지널의 영양성분은 176g당 | 에너지(㎉) : 411 | 수분(g) : 0 | 단백질(g) : 17 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
아이리쉬포테이토피자크러스트의 칼로리는 얼마야?,아이리쉬포테이토피자크러스트의 영양성분은 196g당 | 에너지(㎉) : 465 | 수분(g) : 0 | 단백질(g) : 20 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
깐쇼새우피자오리지널의 칼로리는 얼마야?,깐쇼새우피자오리지널의 영양성분은 216g당 | 에너지(㎉) : 659 | 수분(g) : 0 | 단백질(g) : 30 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
깐쇼새우피자크러스트의 칼로리는 얼마야?,깐쇼새우피자크러스트의 영양성분은 236g당 | 에너지(㎉) : 713 | 수분(g) : 0 | 단백질(g) : 33 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
도이치바이트피자의 칼로리는 얼마야?,도이치바이트피자의 영양성분은 188g당 | 에너지(㎉) : 485 | 수분(g) : 0 | 단백질(g) : 23 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
멕시칸바이트피자의 칼로리는 얼마야?,멕시칸바이트피자의 영양성분은 196g당 | 에너지(㎉) : 500 | 수분(g) : 0 | 단백질(g) : 26 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
직화홀릭바이트피자의 칼로리는 얼마야?,직화홀릭바이트피자의 영양성분은 242g당 | 에너지(㎉) : 649 | 수분(g) : 0 | 단백질(g) : 15 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
야채퀘사디아피자오리지널의 칼로리는 얼마야?,야채퀘사디아피자오리지널의 영양성분은 199g당 | 에너지(㎉) : 496 | 수분(g) : 0 | 단백질(g) : 26 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
야채퀘사디아피자크러스트의 칼로리는 얼마야?,야채퀘사디아피자크러스트의 영양성분은 219g당 | 에너지(㎉) : 550 | 수분(g) : 0 | 단백질(g) : 29 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치킨퀘사디아피자오리지널의 칼로리는 얼마야?,치킨퀘사디아피자오리지널의 영양성분은 199g당 | 에너지(㎉) : 513 | 수분(g) : 0 | 단백질(g) : 28 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치킨퀘사디아피자크러스트의 칼로리는 얼마야?,치킨퀘사디아피자크러스트의 영양성분은 219g당 | 에너지(㎉) : 567 | 수분(g) : 0 | 단백질(g) : 31 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
비프퀘사디아피자오리지널의 칼로리는 얼마야?,비프퀘사디아피자오리지널의 영양성분은 202g당 | 에너지(㎉) : 534 | 수분(g) : 0 | 단백질(g) : 25 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
비프퀘사디아피자크러스트의 칼로리는 얼마야?,비프퀘사디아피자크러스트의 영양성분은 222g당 | 에너지(㎉) : 588 | 수분(g) : 0 | 단백질(g) : 28 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
떡갈비피자오리지널의 칼로리는 얼마야?,떡갈비피자오리지널의 영양성분은 190g당 | 에너지(㎉) : 602 | 수분(g) : 0 | 단백질(g) : 30 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
떡갈비피자크러스트의 칼로리는 얼마야?,떡갈비피자크러스트의 영양성분은 210g당 | 에너지(㎉) : 656 | 수분(g) : 0 | 단백질(g) : 33 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
닭안심살피자오리지널의 칼로리는 얼마야?,닭안심살피자오리지널의 영양성분은 220g당 | 에너지(㎉) : 515 | 수분(g) : 0 | 단백질(g) : 28 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
닭안심살피자크러스트의 칼로리는 얼마야?,닭안심살피자크러스트의 영양성분은 240g당 | 에너지(㎉) : 569 | 수분(g) : 0 | 단백질(g) : 31 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치킨스틱&윙의 칼로리는 얼마야?,치킨스틱&윙의 영양성분은 170g당 | 에너지(㎉) : 392 | 수분(g) : 0 | 단백질(g) : 39 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
오븐구이통닭의 칼로리는 얼마야?,오븐구이통닭의 영양성분은 620g당 | 에너지(㎉) : 1349 | 수분(g) : 0 | 단백질(g) : 170 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
갈릭포테이토의 칼로리는 얼마야?,갈릭포테이토의 영양성분은 200g당 | 에너지(㎉) : 370 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
새우링&웨지감자의 칼로리는 얼마야?,새우링&웨지감자의 영양성분은 200g당 | 에너지(㎉) : 380 | 수분(g) : 0 | 단백질(g) : 13 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
수박 크러쉬의 칼로리는 얼마야?,수박 크러쉬의 영양성분은 454mL당 | 에너지(㎉) : 402 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자두 크러쉬의 칼로리는 얼마야?,자두 크러쉬의 영양성분은 454mL당 | 에너지(㎉) : 283 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
멜론 그린 밀크티의 칼로리는 얼마야?,멜론 그린 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 272 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자두 요거티 스파클링의 칼로리는 얼마야?,자두 요거티 스파클링의 영양성분은 454mL당 | 에너지(㎉) : 177 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
리얼 망고 밀크티의 칼로리는 얼마야?,리얼 망고 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 257 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
리얼 망고 요거티 크러쉬의 칼로리는 얼마야?,리얼 망고 요거티 크러쉬의 영양성분은 454mL당 | 에너지(㎉) : 350 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
망고 쥬얼리 자몽 크러쉬의 칼로리는 얼마야?,망고 쥬얼리 자몽 크러쉬의 영양성분은 454mL당 | 에너지(㎉) : 322 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
망고 쥬얼리 밀크티의 칼로리는 얼마야?,망고 쥬얼리 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 218 | 수분(g) : 0 | 단백질(g) : 18 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
실크 리얼 망고 빙수의 칼로리는 얼마야?,실크 리얼 망고 빙수의 영양성분은 466g당 | 에너지(㎉) : 424 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
실크 팥 빙수의 칼로리는 얼마야?,실크 팥 빙수의 영양성분은 565g당 | 에너지(㎉) : 773 | 수분(g) : 0 | 단백질(g) : 19 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
브라운슈가 치즈폼 쿠키 밀크티의 칼로리는 얼마야?,브라운슈가 치즈폼 쿠키 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 385 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
브라운슈가 레드빈 밀크티의 칼로리는 얼마야?,브라운슈가 레드빈 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 287 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
브라운슈가 커피 밀크티의 칼로리는 얼마야?,브라운슈가 커피 밀크티의 영양성분은 454mL당 | 에너지(㎉) : 355 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
브라운 슈가 치즈폼 스무디 (ice)의 칼로리는 얼마야?,브라운 슈가 치즈폼 스무디 (ice)의 영양성분은 454mL당 | 에너지(㎉) : 438 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
브라운 슈가 쥬얼리 밀크티(ice)의 칼로리는 얼마야?,브라운 슈가 쥬얼리 밀크티(ice)의 영양성분은 454mL당 | 에너지(㎉) : 313 | 수분(g) : 0 | 단백질(g) : 7 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
딸기&쿠키 밀크티 (ice)의 칼로리는 얼마야?,딸기&쿠키 밀크티 (ice)의 영양성분은 454mL당 | 에너지(㎉) : 360 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
딸기&요구르트 크러쉬 (ice)의 칼로리는 얼마야?,딸기&요구르트 크러쉬 (ice)의 영양성분은 454mL당 | 에너지(㎉) : 324 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
딸기 쥬얼리 밀크티?(ice)의 칼로리는 얼마야?,딸기 쥬얼리 밀크티?(ice)의 영양성분은 454mL당 | 에너지(㎉) : 216 | 수분(g) : 0 | 단백질(g) : 4 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
딸기쿠키스무디?(ice)의 칼로리는 얼마야?,딸기쿠키스무디?(ice)의 영양성분은 454mL당 | 에너지(㎉) : 428 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치즈폼 딥바닐라 밀크티 (ice)의 칼로리는 얼마야?,치즈폼 딥바닐라 밀크티 (ice)의 영양성분은 454mL당 | 에너지(㎉) : 375 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치즈폼 딥바닐라 밀크티 (hot)의 칼로리는 얼마야?,치즈폼 딥바닐라 밀크티 (hot)의 영양성분은 397mL당 | 에너지(㎉) : 458 | 수분(g) : 0 | 단백질(g) : 9 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치즈폼 딥초코 밀크티 (iced)의 칼로리는 얼마야?,치즈폼 딥초코 밀크티 (iced)의 영양성분은 454mL당 | 에너지(㎉) : 419 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치즈폼 딥초코 밀크티 (hot)의 칼로리는 얼마야?,치즈폼 딥초코 밀크티 (hot)의 영양성분은 397mL당 | 에너지(㎉) : 523 | 수분(g) : 0 | 단백질(g) : 10 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
치즈폼 딥초코 스무디의 칼로리는 얼마야?,치즈폼 딥초코 스무디의 영양성분은 454mL당 | 에너지(㎉) : 430 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
블랙밀크티+펄 (ice)L의 칼로리는 얼마야?,블랙밀크티+펄 (ice)L의 영양성분은 454mL당 | 에너지(㎉) : 363 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
블랙밀크티+펄 (hot)L의 칼로리는 얼마야?,블랙밀크티+펄 (hot)L의 영양성분은 397mL당 | 에너지(㎉) : 174 | 수분(g) : 0 | 단백질(g) : 5 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
블랙밀크티+펄 (ice)J의 칼로리는 얼마야?,블랙밀크티+펄 (ice)J의 영양성분은 624mL당 | 에너지(㎉) : 463 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
블랙밀크티+펄 (hot)J의 칼로리는 얼마야?,블랙밀크티+펄 (hot)J의 영양성분은 454mL당 | 에너지(㎉) : 183 | 수분(g) : 0 | 단백질(g) : 6 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
타로밀크티+펄 (ice)L의 칼로리는 얼마야?,타로밀크티+펄 (ice)L의 영양성분은 454mL당 | 에너지(㎉) : 330 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
타로밀크티+펄 (hot)L의 칼로리는 얼마야?,타로밀크티+펄 (hot)L의 영양성분은 397mL당 | 에너지(㎉) : 383 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
타로밀크티+펄 (ice)J의 칼로리는 얼마야?,타로밀크티+펄 (ice)J의 영양성분은 624mL당 | 에너지(㎉) : 417 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
타로밀크티+펄 (hot)J의 칼로리는 얼마야?,타로밀크티+펄 (hot)J의 영양성분은 454mL당 | 에너지(㎉) : 418 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
초콜렛밀크티 + 밀크폼(ice)L의 칼로리는 얼마야?,초콜렛밀크티 + 밀크폼(ice)L의 영양성분은 454mL당 | 에너지(㎉) : 251 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
초콜렛밀크티 + 밀크폼(hot)L의 칼로리는 얼마야?,초콜렛밀크티 + 밀크폼(hot)L의 영양성분은 397mL당 | 에너지(㎉) : 331 | 수분(g) : 0 | 단백질(g) : 2 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
초콜렛밀크티 + 밀크폼(ice)J의 칼로리는 얼마야?,초콜렛밀크티 + 밀크폼(ice)J의 영양성분은 624mL당 | 에너지(㎉) : 311 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
초콜렛밀크티 + 밀크폼(hot)J의 칼로리는 얼마야?,초콜렛밀크티 + 밀크폼(hot)J의 영양성분은 454mL당 | 에너지(㎉) : 360 | 수분(g) : 0 | 단백질(g) : 3 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
망고요구르트 + 화이트펄(ice)L의 칼로리는 얼마야?,망고요구르트 + 화이트펄(ice)L의 영양성분은 454mL당 | 에너지(㎉) : 215 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
망고요구르트 + 화이트펄(ice)J의 칼로리는 얼마야?,망고요구르트 + 화이트펄(ice)J의 영양성분은 624mL당 | 에너지(㎉) : 283 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
우롱밀크티 + 코코넛L의 칼로리는 얼마야?,우롱밀크티 + 코코넛L의 영양성분은 454mL당 | 에너지(㎉) : 278 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
우롱밀크티 + 코코넛J의 칼로리는 얼마야?,우롱밀크티 + 코코넛J의 영양성분은 624mL당 | 에너지(㎉) : 365 | 수분(g) : 0 | 단백질(g) : 1 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
청포도그린티에이드 + 알로에L의 칼로리는 얼마야?,청포도그린티에이드 + 알로에L의 영양성분은 454mL당 | 에너지(㎉) : 202 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
청포도그린티에이드 + 알로에J의 칼로리는 얼마야?,청포도그린티에이드 + 알로에J의 영양성분은 624mL당 | 에너지(㎉) : 268 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자스민 그린티 (ice)L의 칼로리는 얼마야?,자스민 그린티 (ice)L의 영양성분은 454mL당 | 에너지(㎉) : 4 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자스민 그린티 (hot)L의 칼로리는 얼마야?,자스민 그린티 (hot)L의 영양성분은 397mL당 | 에너지(㎉) : 6 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자스민 그린티 (ice)J의 칼로리는 얼마야?,자스민 그린티 (ice)J의 영양성분은 624mL당 | 에너지(㎉) : 6 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
자스민 그린티 (hot)J의 칼로리는 얼마야?,자스민 그린티 (hot)J의 영양성분은 454mL당 | 에너지(㎉) : 6 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
우롱티 (ice)L의 칼로리는 얼마야?,우롱티 (ice)L의 영양성분은 454mL당 | 에너지(㎉) : 2 | 수분(g) : 0 | 단백질(g) : 0 | 지방(g) : 0 | 총 식이섬유(g) : 0 | 칼슘(㎎) : 0 | 철(㎍) : 0 | 칼륨(㎎) : 0 | 나트륨(㎎) : 0,1
